time,node,node_capacity,used_resources
0,pop0,10,0
0,pop1,10,0
0,pop2,10,0
0,pop3,10,0
0,pop4,0,0
0,pop5,0,0
0,pop6,10,0
0,pop7,10,0
0,pop8,10,0
0,pop9,10,0
0,pop10,0,0
0,pop11,0,0
0,pop12,0,0
0,pop13,10,0
0,pop14,0,0
0,pop15,0,0
0,pop16,0,0
0,pop17,10,0
0,pop18,10,0
0,pop19,0,0
0,pop20,10,0
0,pop21,0,0
0,pop22,10,0
0,pop23,0,0
0,pop24,0,0
0,pop25,50,0
0,pop26,0,0
0,pop27,0,0
0,pop28,10,0
0,pop29,0,0
0,pop30,0,0
0,pop31,10,0
0,pop32,0,0
0,pop33,0,0
0,pop34,10,0
0,pop35,0,0
0,pop36,10,0
0,pop37,0,0
0,pop38,0,0
0,pop39,50,0
0,pop40,10,0
0,pop41,10,0
0,pop42,50,0
0,pop43,0,0
0,pop44,10,0
0,pop45,10,0
0,pop46,10,0
0,pop47,0,0
0,pop48,10,0
0,pop49,10,0
0,pop50,0,0
0,pop51,50,0
0,pop52,0,0
0,pop53,0,0
0,pop54,50,0
0,pop55,0,0
0,pop56,50,0
0,pop57,10,0
100,pop0,10,8.0
100,pop1,10,7.0
100,pop2,10,1.0
100,pop3,10,8.0
100,pop4,0,0
100,pop5,0,0
100,pop6,10,2.0
100,pop7,10,2.0
100,pop8,10,10.0
100,pop9,10,0.0
100,pop10,0,0
100,pop11,0,0
100,pop12,0,0
100,pop13,10,8.0
100,pop14,0,0
100,pop15,0,0
100,pop16,0,0
100,pop17,10,10.0
100,pop18,10,0.0
100,pop19,0,0
100,pop20,10,3.0
100,pop21,0,0
100,pop22,10,4.0
100,pop23,0,0
100,pop24,0,0
100,pop25,50,14.0
100,pop26,0,0
100,pop27,0,0
100,pop28,10,2.0
100,pop29,0,0
100,pop30,0,0
100,pop31,10,6.0
100,pop32,0,0
100,pop33,0,0
100,pop34,10,10.0
100,pop35,0,0
100,pop36,10,10.0
100,pop37,0,0
100,pop38,0,0
100,pop39,50,40.0
100,pop40,10,9.0
100,pop41,10,4.0
100,pop42,50,48.0
100,pop43,0,0
100,pop44,10,4.0
100,pop45,10,4.0
100,pop46,10,10.0
100,pop47,0,0
100,pop48,10,6.0
100,pop49,10,8.0
100,pop50,0,0
100,pop51,50,33.0
100,pop52,0,0
100,pop53,0,0
100,pop54,50,28.0
100,pop55,0,0
100,pop56,50,20.0
100,pop57,10,2.0
200,pop0,10,8.0
200,pop1,10,10.0
200,pop2,10,4.0
200,pop3,10,8.0
200,pop4,0,0
200,pop5,0,0
200,pop6,10,3.0
200,pop7,10,4.0
200,pop8,10,2.0
200,pop9,10,0.0
200,pop10,0,0
200,pop11,0,0
200,pop12,0,0
200,pop13,10,3.0
200,pop14,0,0
200,pop15,0,0
200,pop16,0,0
200,pop17,10,2.0
200,pop18,10,4.0
200,pop19,0,0
200,pop20,10,1.0
200,pop21,0,0
200,pop22,10,3.0
200,pop23,0,0
200,pop24,0,0
200,pop25,50,26.0
200,pop26,0,0
200,pop27,0,0
200,pop28,10,5.0
200,pop29,0,0
200,pop30,0,0
200,pop31,10,8.0
200,pop32,0,0
200,pop33,0,0
200,pop34,10,8.0
200,pop35,0,0
200,pop36,10,9.0
200,pop37,0,0
200,pop38,0,0
200,pop39,50,21.0
200,pop40,10,6.0
200,pop41,10,0.0
200,pop42,50,24.0
200,pop43,0,0
200,pop44,10,4.0
200,pop45,10,3.0
200,pop46,10,9.0
200,pop47,0,0
200,pop48,10,6.0
200,pop49,10,3.0
200,pop50,0,0
200,pop51,50,32.0
200,pop52,0,0
200,pop53,0,0
200,pop54,50,33.0
200,pop55,0,0
200,pop56,50,38.0
200,pop57,10,6.0
300,pop0,10,10.0
300,pop1,10,4.0
300,pop2,10,8.0
300,pop3,10,4.0
300,pop4,0,0
300,pop5,0,0
300,pop6,10,1.0
300,pop7,10,0.0
300,pop8,10,10.0
300,pop9,10,2.0
300,pop10,0,0
300,pop11,0,0
300,pop12,0,0
300,pop13,10,4.0
300,pop14,0,0
300,pop15,0,0
300,pop16,0,0
300,pop17,10,8.0
300,pop18,10,8.0
300,pop19,0,0
300,pop20,10,4.0
300,pop21,0,0
300,pop22,10,5.0
300,pop23,0,0
300,pop24,0,0
300,pop25,50,40.0
300,pop26,0,0
300,pop27,0,0
300,pop28,10,4.0
300,pop29,0,0
300,pop30,0,0
300,pop31,10,7.0
300,pop32,0,0
300,pop33,0,0
300,pop34,10,4.0
300,pop35,0,0
300,pop36,10,3.0
300,pop37,0,0
300,pop38,0,0
300,pop39,50,28.0
300,pop40,10,4.0
300,pop41,10,0.0
300,pop42,50,28.0
300,pop43,0,0
300,pop44,10,3.0
300,pop45,10,5.0
300,pop46,10,5.0
300,pop47,0,0
300,pop48,10,9.0
300,pop49,10,6.0
300,pop50,0,0
300,pop51,50,43.0
300,pop52,0,0
300,pop53,0,0
300,pop54,50,46.0
300,pop55,0,0
300,pop56,50,17.0
300,pop57,10,4.0
